"caminho","formato","objetivo","concurso","disciplina","total","válidas","inválidas","únicas","duplicadas","sem enunciado","sem resposta","sem alternativas","erro estrutura","erro parser","mock","oficial","autoral","extraída","importada"
"storage/content/militar/pmpi-soldado-pm-2017-nucepe-uespi/metadata.json","JSON","Polícia Militar","militar","","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1"
"storage/content/militar/pmsp-cabo-pm-2022-fgv/metadata.json","JSON","Polícia Militar","militar","","1","0","1","0","0","1","0","0","0","0","0","1","0","0","1"
"storage/content/militar/pmsp-soldado-2017-vunesp/metadata.json","JSON","Polícia Militar","militar","","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1"
"storage/content/militar/pmsp-soldado-2023-vunesp/metadata.json","JSON","Polícia Militar","militar","","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1"
"storage/content/militar/pmsp-soldado-2024-fgv/metadata.json","JSON","Polícia Militar","militar","","1","0","1","0","0","1","0","0","0","0","0","1","0","0","1"
"storage/content/militar/pmsp-soldado-2025-fgv/metadata.json","JSON","Polícia Militar","militar","","1","0","1","0","0","1","0","0","0","0","0","1","0","0","1"
"storage/content/militar/pmto-quadro-de-pracas-da-policia-militar-2025-fgv/metadata.json","JSON","Polícia Militar","militar","","1","0","1","0","0","1","0","0","0","0","0","1","0","0","1"
"storage/content/oab/16-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/17-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/18-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Penal","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/19-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","79","0","79","0","0","0","0","79","0","0","0","79","0","79","79"
"storage/content/oab/20-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Ética Profissional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/2010-2-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","100","0","100","0","0","0","0","100","0","0","0","100","0","100","100"
"storage/content/oab/21-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Tributário","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/22-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Ética Profissional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/23-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Administrativo","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/24-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
